Artist,Track,URL,MP3_Path,Debut,Max,Mean,Std,Length,Sum,Skewness,Kurtosis
AAA,Lil' Infinity,https://open.spotify.com/track/295rMru24qxm0lKIKzNLGV,./downloaded_mp3/AAA_Lil' Infinity.mp3,86,98,63.17,30.52,6,379,-0.25,-1.94
東方神起,サクラミチ,https://open.spotify.com/track/4mXUm5iS4releBLwdVSyS0,./downloaded_mp3/東方神起_サクラミチ.mp3,83,99,74.58,24.5,12,895,-1.17,0.59
GLIM SPANKY,褒めろよ,https://open.spotify.com/track/3KePUInBEIUBmMe96uJVFD,./downloaded_mp3/GLIM SPANKY_褒めろよ.mp3,79,81,44.43,30.77,7,311,-0.09,-1.83
コアラモード.,七色シンフォニー,https://open.spotify.com/track/4KxLGJuukrM9ClQJzFNygB,./downloaded_mp3/コアラモード._七色シンフォニー.mp3,78,78,50.25,24.72,4,201,-0.1,-2.03
GENERATIONS from EXILE TRIBE,Sing it Loud,https://open.spotify.com/track/2jp52sfF09eMzorYRufbrL,./downloaded_mp3/GENERATIONS from EXILE TRIBE_Sing it Loud.mp3,76,96,64.67,25.34,6,388,-0.53,-1.13
MISIA,白い季節,https://open.spotify.com/track/5ccuRVcoT6trw6wmuMad0W,./downloaded_mp3/MISIA_白い季節.mp3,67,67,37.33,18.92,6,224,0.24,-1.47
angela,イグジスト,https://open.spotify.com/track/5rnlTNVbe3g74ep89ar6K1,./downloaded_mp3/angela_イグジスト.mp3,62,93,52.5,33.67,4,210,0.03,-2.0
サザンオールスターズ,イヤな事だらけの世の中で,https://open.spotify.com/track/0teGYCIwve4QHTf9QGKzEp,./downloaded_mp3/サザンオールスターズ_イヤな事だらけの世の中で.mp3,60,86,65.33,18.99,9,588,-0.61,-0.97
安田レイ,恋詩,https://open.spotify.com/track/33iqeKkA8mWIytV3CC8gFG,./downloaded_mp3/安田レイ_恋詩.mp3,51,79,49.0,23.4,5,245,0.05,-1.99
椎名林檎,至上の人生,https://open.spotify.com/track/5tzjqvo8z6C99f9V7i6fM7,./downloaded_mp3/椎名林檎_至上の人生.mp3,44,93,58.38,18.39,8,467,0.6,-1.12
荒川ケンタウロス,ハンプティダンプティ,https://open.spotify.com/track/63lt0C70CoTjCQt7PtLmUo,./downloaded_mp3/荒川ケンタウロス_ハンプティダンプティ.mp3,36,86,54.25,33.75,4,217,-0.1,-2.3
SCREEN mode,極限Dreamer,https://open.spotify.com/track/45Je9ebLaGXBEObwlAebIg,./downloaded_mp3/SCREEN mode_極限Dreamer.mp3,32,78,42.5,28.86,6,255,0.03,-1.86
CHiCO with HoneyWorks,アイのシナリオ,https://open.spotify.com/track/6eltM9Os3VEdgcG5lrsoSH,./downloaded_mp3/CHiCO with HoneyWorks_アイのシナリオ.mp3,31,87,45.5,35.38,4,182,0.03,-2.09
杜このみ,追分みなと,https://open.spotify.com/track/37CA6i8Eccb4I79ETosFje,./downloaded_mp3/杜このみ_追分みなと.mp3,26,26,21.33,7.23,3,64,-0.38,-2.33
三山ひろし,お岩木山,https://open.spotify.com/track/4UZ8g9lmbe4cmw1m3NuGYK,./downloaded_mp3/三山ひろし_お岩木山.mp3,25,45,26.5,14.73,4,106,0.08,-1.88
miwa,fighting-φ-girls,https://open.spotify.com/track/6zxRrOUEegP6qRUePWgzCT,./downloaded_mp3/miwa_fighting-φ-girls.mp3,24,95,68.5,30.92,4,274,-0.57,-1.79
OKAMOTO'S,HEADHUNT,https://open.spotify.com/track/3lYCgdvEHTWWpGHcD0Yu7I,./downloaded_mp3/OKAMOTO'S_HEADHUNT.mp3,21,54,41.0,17.58,3,123,-0.34,-2.33
AKB48,Green Flash,https://open.spotify.com/track/1fqE1DRD5SlQGr2GrNRwQE,./downloaded_mp3/AKB48_Green Flash.mp3,10,100,62.8,32.28,10,628,-0.42,-1.47
NEWS,MR.WHITE,https://open.spotify.com/track/2MT1mmZsIIw4mDNy9BLtse,./downloaded_mp3/NEWS_MR.WHITE.mp3,8,67,37.67,29.5,3,113,-0.01,-2.33
miwa,360°,https://open.spotify.com/track/3bPpVcXXjnFHWxmPt7LdW9,./downloaded_mp3/miwa_360°.mp3,4,96,57.92,26.36,12,695,-0.51,-0.89
2PM,Guilty Love,https://open.spotify.com/track/61eST9tXpkj2lpAPsaeGcM,./downloaded_mp3/2PM_Guilty Love.mp3,100,100,69.67,44.97,3,209,-0.37,-2.33
GRANRODEO,Punky Funky Love,https://open.spotify.com/track/55WX3RWxRq1g5tIC5K96ZW,./downloaded_mp3/GRANRODEO_Punky Funky Love.mp3,87,87,41.33,39.93,3,124,0.35,-2.33
"JO☆STARS〜TOMMY,Coda,JIN〜",ジョジョ その血の記憶〜end of THE WORLD〜,https://open.spotify.com/track/09du1gawpao1iSUlyuMSPL,"./downloaded_mp3/JO☆STARS〜TOMMY,Coda,JIN〜_ジョジョ その血の記憶〜end of THE WORLD〜.mp3",80,80,42.0,35.38,3,126,0.16,-2.33
西内まりや,7 WONDERS,https://open.spotify.com/track/4q0t5haSemeVYgabHZDoZA,./downloaded_mp3/西内まりや_7 WONDERS.mp3,79,79,46.0,33.51,3,138,-0.03,-2.33
春奈るな,君色シグナル,https://open.spotify.com/track/3wyWRt8myEL5o432jUXioi,./downloaded_mp3/春奈るな_君色シグナル.mp3,75,75,28.25,32.43,4,113,0.59,-1.81
Czecho No Republic,For You,https://open.spotify.com/track/4Ghadj7kFMjNCCaG2DKfve,./downloaded_mp3/Czecho No Republic_For You.mp3,16,80,45.67,32.25,3,137,0.14,-2.33
RIP SLYME,この道を行こう,https://open.spotify.com/track/5jeRRyQ3GSGbhvnqQGwGm8,./downloaded_mp3/RIP SLYME_この道を行こう.mp3,3,33,23.0,17.32,3,69,-0.38,-2.33
きゃりーぱみゅぱみゅ,もんだいガール,https://open.spotify.com/track/7xRgdfWzD67Dat3dgZRd6E,./downloaded_mp3/きゃりーぱみゅぱみゅ_もんだいガール.mp3,8,99,63.45,28.91,11,698,-0.48,-1.26
GReeeeN,ビリーヴ,https://open.spotify.com/track/1c4UEh3uu1RZvXkt2Q14Dr,./downloaded_mp3/GReeeeN_ビリーヴ.mp3,87,87,69.0,17.52,3,207,0.06,-2.33
コブクロ,奇跡,https://open.spotify.com/track/3awyLjvzLyMlUYu395KWyR,./downloaded_mp3/コブクロ_奇跡.mp3,68,98,62.5,22.95,6,375,0.17,-1.5
EXILE,情熱の花,https://open.spotify.com/track/4C0hqLuqAuuTE2Idz1NEgD,./downloaded_mp3/EXILE_情熱の花.mp3,97,97,66.33,27.24,6,398,-0.49,-1.49
湘南乃風,バブル,https://open.spotify.com/track/5Pa2BpTFCW3QCXDWYqml9W,./downloaded_mp3/湘南乃風_バブル.mp3,85,85,64.33,18.34,3,193,0.3,-2.33
サザンオールスターズ,アロエ,https://open.spotify.com/track/3VFIQ4mCOtE9urUGLDyCjU,./downloaded_mp3/サザンオールスターズ_アロエ.mp3,74,98,67.18,32.42,11,739,-0.74,-1.26
瀧川ありさ,Season,https://open.spotify.com/track/7y7KJfDVsqMmqMDnurZFAc,./downloaded_mp3/瀧川ありさ_Season.mp3,67,67,37.2,17.05,5,186,0.95,-1.05
吉澤嘉代子,ストッキング,https://open.spotify.com/track/4OLaxYExRBlX1Gb1BBjZQZ,./downloaded_mp3/吉澤嘉代子_ストッキング.mp3,64,65,37.0,31.76,4,148,0.0,-2.44
鈴木雅之,純愛,https://open.spotify.com/track/5mPSljgLqIZuQy4bGp4iva,./downloaded_mp3/鈴木雅之_純愛.mp3,39,48,39.5,9.75,4,158,-0.45,-1.91
Keishi Tanaka,Floatin' Groove,https://open.spotify.com/track/0R05dhZP9Dp8e1gTcOybjP,./downloaded_mp3/Keishi Tanaka_Floatin' Groove.mp3,31,63,41.33,19.72,6,248,-0.1,-2.1
ももいろクローバーZ,青春賦,https://open.spotify.com/track/76znv8pdBAELA8AVtsMd8b,./downloaded_mp3/ももいろクローバーZ_青春賦.mp3,14,97,64.5,36.12,4,258,-0.47,-1.87
EDGE of LIFE,Just Fly Away,https://open.spotify.com/track/18P96XhlV5BlqxvMYDRymh,./downloaded_mp3/EDGE of LIFE_Just Fly Away.mp3,76,76,47.67,25.38,3,143,0.27,-2.33
乃木坂46,命は美しい,https://open.spotify.com/track/51afGVYj9AmRm9fKTxeS8h,./downloaded_mp3/乃木坂46_命は美しい.mp3,48,100,73.8,27.11,10,738,-1.19,0.32
藤原さくら,Walking on the clouds,https://open.spotify.com/track/6HCF2clv9zFEwE2HM4X8z6,./downloaded_mp3/藤原さくら_Walking on the clouds.mp3,44,55,33.2,21.15,5,166,-0.28,-2.04
新山詩織,ありがとう,https://open.spotify.com/track/4tsxoiT4CcVjMsADXmvJ5K,./downloaded_mp3/新山詩織_ありがとう.mp3,1,67,44.0,37.27,3,132,-0.38,-2.33
ハジ→,君と。,https://open.spotify.com/track/1Gp1IIcOZelvLqRBFDpxd9,./downloaded_mp3/ハジ→_君と。.mp3,79,79,61.0,17.78,5,305,-0.31,-1.92
福山雅治,何度でも花が咲くように私を生きよう,https://open.spotify.com/track/54sN9ILcN1Udqc6au0Rzdw,./downloaded_mp3/福山雅治_何度でも花が咲くように私を生きよう.mp3,36,98,63.17,33.94,6,379,-0.29,-1.81
サザンオールスターズ,はっぴいえんど,https://open.spotify.com/track/0RwN13GO2DmDcQykGocSRP,./downloaded_mp3/サザンオールスターズ_はっぴいえんど.mp3,28,74,45.75,21.99,8,366,-0.05,-1.63
ゲスの極み乙女。,私以外私じゃないの,https://open.spotify.com/track/3iKJWOQJtENE3kFWMXh8JM,./downloaded_mp3/ゲスの極み乙女。_私以外私じゃないの.mp3,24,98,65.16,25.94,50,3258,-0.36,-1.17
SKE48,コケティッシュ渋滞中,https://open.spotify.com/track/2yMz7X7neF4x8oqjAS7rGM,./downloaded_mp3/SKE48_コケティッシュ渋滞中.mp3,20,99,44.25,36.0,8,354,0.38,-1.73
AAA,ぼくの憂鬱と不機嫌な彼女,https://open.spotify.com/track/3bP4tBBMRhQ7lPTA8pRq7W,./downloaded_mp3/AAA_ぼくの憂鬱と不機嫌な彼女.mp3,17,97,58.4,34.39,5,292,-0.12,-2.1
大原櫻子,Happy Days,https://open.spotify.com/track/60kmqqIstMxyLo45wxJDZG,./downloaded_mp3/大原櫻子_Happy Days.mp3,13,69,46.5,25.09,4,186,-0.36,-2.01
BUMP OF CHICKEN,"Hello,world!",https://open.spotify.com/track/1YqVJ2YSgwxWpfuENocF2t,"./downloaded_mp3/BUMP OF CHICKEN_Hello,world!.mp3",100,100,63.0,31.32,18,1134,-0.53,-1.22
HKT48,12秒,https://open.spotify.com/track/7589aZ7kiqj3KXzCnhlzNZ,./downloaded_mp3/HKT48_12秒.mp3,98,98,48.67,40.11,6,292,0.06,-2.09
水樹奈々,Angel Blossom,https://open.spotify.com/track/6ILWA6ll3LiTA9SRhjuFO9,./downloaded_mp3/水樹奈々_Angel Blossom.mp3,96,96,63.33,40.51,3,190,-0.28,-2.33
三代目 J Soul Brothers from EXILE TRIBE,starting over,https://open.spotify.com/track/0WgitMPZLylhW7Vg81VlmL,./downloaded_mp3/三代目 J Soul Brothers from EXILE TRIBE_starting over.mp3,93,100,81.0,20.41,4,324,-0.33,-2.02
少女時代,Catch Me If You Can,https://open.spotify.com/track/3eZweuTSGC5CWgFSBz5HTi,./downloaded_mp3/少女時代_Catch Me If You Can.mp3,92,92,51.33,44.38,3,154,-0.15,-2.33
ゆず,OLA!!,https://open.spotify.com/track/5P9oB7xExAKtIlXd7eIfvF,./downloaded_mp3/ゆず_OLA!!.mp3,87,99,73.0,18.53,9,657,-0.54,-0.92
ストレイテナー,The Place Has No Name,https://open.spotify.com/track/6di7Dtvd0ft8KhfdXv6IiP,./downloaded_mp3/ストレイテナー_The Place Has No Name.mp3,82,82,35.75,33.83,4,143,0.43,-1.97
BUMP OF CHICKEN,コロニー,https://open.spotify.com/track/79k9zp9CrvQxYFn1SoPeWv,./downloaded_mp3/BUMP OF CHICKEN_コロニー.mp3,80,83,58.0,40.73,3,174,-0.38,-2.33
MACO,LOVE,https://open.spotify.com/track/78zFq2yIbPsg8kttGuCNoi,./downloaded_mp3/MACO_LOVE.mp3,79,88,48.06,27.17,16,769,-0.15,-1.5
Perfume,Relax In The City,https://open.spotify.com/track/6AvrTAEOARaQLthsHZOSHZ,./downloaded_mp3/Perfume_Relax In The City.mp3,78,99,74.88,20.93,8,599,-0.63,-1.08
ナオト・インティライミ,いつかきっと,https://open.spotify.com/track/36xITn5ejtSN14zKaBrrKT,./downloaded_mp3/ナオト・インティライミ_いつかきっと.mp3,77,98,51.58,33.4,12,619,0.06,-1.75
aiko,夢見る隙間,https://open.spotify.com/track/1FRNY10e5enx868fulDmVm,./downloaded_mp3/aiko_夢見る隙間.mp3,71,94,59.86,30.08,7,419,-0.62,-1.17
CNBLUE,WHITE,https://open.spotify.com/track/3wxFuuISsOjo7lKaUCKom4,./downloaded_mp3/CNBLUE_WHITE.mp3,70,96,56.0,48.54,3,168,-0.26,-2.33
ST☆RISH,マジLOVEレボリューションズ,https://open.spotify.com/track/6elLFD4ycPLSRAbgfwAkwv,./downloaded_mp3/ST☆RISH_マジLOVEレボリューションズ.mp3,64,100,58.8,40.02,5,294,-0.16,-2.05
三戸なつめ,前髪切りすぎた,https://open.spotify.com/track/4NoOMVrZnk0tlaDkLrTrxR,./downloaded_mp3/三戸なつめ_前髪切りすぎた.mp3,58,93,64.0,25.8,5,320,0.13,-2.19
cinema staff,シャドウ,https://open.spotify.com/track/3yGT3b9BAqeBFVxMKOgO4S,./downloaded_mp3/cinema staff_シャドウ.mp3,53,53,31.33,23.12,3,94,-0.11,-2.33
KANA-BOON,なんでもねだり,https://open.spotify.com/track/3elKMVtpqQ0CvgbfzrWd6R,./downloaded_mp3/KANA-BOON_なんでもねだり.mp3,52,97,53.0,28.6,10,530,-0.03,-1.57
NMB48,Don't look back!,https://open.spotify.com/track/0ACDXN4BKIWUK4b3DlFmbk,./downloaded_mp3/NMB48_Don't look back!.mp3,48,100,79.0,22.73,4,316,-0.4,-1.93
AAA,GAME OVER?,https://open.spotify.com/track/5cBlAJwJ7Ct3DJF7ptGfZO,./downloaded_mp3/AAA_GAME OVER?.mp3,46,81,59.67,18.72,3,179,0.34,-2.33
Awesome City Club,4月のマーチ,https://open.spotify.com/track/0YxdL5Ntz0M3CqyAycKWXy,./downloaded_mp3/Awesome City Club_4月のマーチ.mp3,39,73,42.5,30.36,4,170,-0.32,-1.94
RIP SLYME,ピース,https://open.spotify.com/track/47RgLLB5CAyqGVKXttBwYn,./downloaded_mp3/RIP SLYME_ピース.mp3,38,79,53.6,18.34,5,268,0.24,-1.93
スピッツ,雪風,https://open.spotify.com/track/0ifEWtngKmgDymp72We15L,./downloaded_mp3/スピッツ_雪風.mp3,33,85,35.8,28.19,5,179,0.95,-1.08
嵐,青空の下、キミのとなり,https://open.spotify.com/track/7keyH84kNCdYq6LVRMni3Z,./downloaded_mp3/嵐_青空の下、キミのとなり.mp3,26,100,53.06,30.56,16,849,0.02,-1.46
Salyu,THE RAIN,https://open.spotify.com/track/4EZzZ2R69rhk9u7u1mfhCF,./downloaded_mp3/Salyu_THE RAIN.mp3,25,31,22.0,10.82,3,66,-0.26,-2.33
miwa,ONENESS,https://open.spotify.com/track/6H8nLUjn5PMhcZcrtXdVUr,./downloaded_mp3/miwa_ONENESS.mp3,22,86,60.0,33.65,3,180,-0.31,-2.33
back number,SISTER,https://open.spotify.com/track/1ZmiUiQn7Q2qEKLlIznoXZ,./downloaded_mp3/back number_SISTER.mp3,20,96,62.85,30.08,13,817,-0.51,-1.4
RHYMESTER,人間交差点,https://open.spotify.com/track/4quZfEoHYE4ORMn9hIaIEZ,./downloaded_mp3/RHYMESTER_人間交差点.mp3,15,69,39.25,27.38,4,157,0.07,-2.35
KEYTALK,桜花爛漫,https://open.spotify.com/track/3b3ao1lhtU9RDVhL7S0LVf,./downloaded_mp3/KEYTALK_桜花爛漫.mp3,9,80,45.5,29.83,4,182,-0.07,-1.99
I Don't Like Mondays.,WE ARE YOUNG,https://open.spotify.com/track/3nSSmOpKAF3hjh4XuW1nuI,./downloaded_mp3/I Don't Like Mondays._WE ARE YOUNG.mp3,7,62,36.25,23.98,4,145,-0.12,-2.1
Kis-My-Ft2,Kiss魂,https://open.spotify.com/track/64gMzo7iYj9GUIfQh7e76b,./downloaded_mp3/Kis-My-Ft2_Kiss魂.mp3,100,100,81.25,22.32,4,325,-0.4,-1.98
カントリー・ガールズ,愛おしくってごめんね,https://open.spotify.com/track/79Bj1twOuROl4zlsMFoiaI,./downloaded_mp3/カントリー・ガールズ_愛おしくってごめんね.mp3,95,95,61.33,29.67,3,184,0.33,-2.33
SPYAIR,ROCKIN' OUT,https://open.spotify.com/track/2gIJD9tlR11NQhgrhQPC30,./downloaded_mp3/SPYAIR_ROCKIN' OUT.mp3,84,84,32.0,45.08,3,96,0.38,-2.33
EXILE,DANCE INTO FANTASY,https://open.spotify.com/track/0Q4Ni84raIPM4M4yEj65Nw,./downloaded_mp3/EXILE_DANCE INTO FANTASY.mp3,78,78,54.67,25.77,3,164,-0.16,-2.33
大原櫻子,無敵のガールフレンド,https://open.spotify.com/track/3A2tTPGKkZIMb6tx0qyRbc,./downloaded_mp3/大原櫻子_無敵のガールフレンド.mp3,76,76,50.5,27.29,4,202,-0.49,-1.82
go!go!vanillas,バイリンガール,https://open.spotify.com/track/2w2MXZEONSMh1HzOUpuqIx,./downloaded_mp3/go!go!vanillas_バイリンガール.mp3,82,82,70.67,15.5,3,212,-0.34,-2.33
水森かおり,大和路の恋,https://open.spotify.com/track/4GzHelGtV0mnl9MTep3jQH,./downloaded_mp3/水森かおり_大和路の恋.mp3,74,74,50.0,25.63,3,150,-0.12,-2.33
Doll☆Elements,君とミライ作りたい!,https://open.spotify.com/track/2sGGpf5EL5fK3h4C6xOp9F,./downloaded_mp3/Doll☆Elements_君とミライ作りたい!.mp3,57,57,35.33,20.21,3,106,0.16,-2.33
ゆず,終わらない歌,https://open.spotify.com/track/18HtVfT3yjozI7RVxGqVmQ,./downloaded_mp3/ゆず_終わらない歌.mp3,56,88,42.29,30.65,7,296,0.27,-1.75
Superfly,Beautiful,https://open.spotify.com/track/2ruHYPN3a77Ra8WvvPyfwb,./downloaded_mp3/Superfly_Beautiful.mp3,4,96,64.96,28.17,26,1689,-0.48,-1.19
AKB48,僕たちは戦わない,https://open.spotify.com/track/5Fl6ogf1DZjFejXajVVhbe,./downloaded_mp3/AKB48_僕たちは戦わない.mp3,100,100,69.25,32.55,12,831,-0.88,-0.81
E-girls,Anniversary!!,https://open.spotify.com/track/5OmnPkKZUcHpUioKGCqopr,./downloaded_mp3/E-girls_Anniversary!!.mp3,98,98,57.13,27.47,15,857,-0.01,-1.47
UNISON SQUARE GARDEN,シュガーソングとビターステップ,https://open.spotify.com/track/6uR92injo4PDzSrOPRFfHt,./downloaded_mp3/UNISON SQUARE GARDEN_シュガーソングとビターステップ.mp3,96,100,51.69,27.74,62,3205,0.17,-1.07
西野カナ,もしも運命の人がいるのなら,https://open.spotify.com/track/2gEnMcr2XNx1wtVYX8waMn,./downloaded_mp3/西野カナ_もしも運命の人がいるのなら.mp3,95,99,61.5,25.25,44,2706,-0.45,-0.73
SawanoHiroyuki[nZk],X.U.,https://open.spotify.com/track/15tzlxIHJKn0axkuhhCvUX,./downloaded_mp3/SawanoHiroyuki[nZk]_X.U..mp3,92,92,56.67,37.69,3,170,-0.11,-2.33
いきものがかり,あなた,https://open.spotify.com/track/3lpYqf2xnhl0Kxgi2qV2VI,./downloaded_mp3/いきものがかり_あなた.mp3,87,98,49.7,33.25,10,497,0.09,-1.82
GENERATIONS from EXILE TRIBE,Evergreen,https://open.spotify.com/track/7d79bhNBYNnoPpoCYx2NXp,./downloaded_mp3/GENERATIONS from EXILE TRIBE_Evergreen.mp3,81,96,63.33,23.85,6,380,-0.05,-1.62
星野源,SUN,https://open.spotify.com/track/1DOZa2VoazIiDjGYlUQTlW,./downloaded_mp3/星野源_SUN.mp3,80,99,62.49,26.09,98,6124,-0.46,-1.02
シンリズム,心理の森,https://open.spotify.com/track/7ceU05bt4GArBup7tYdwXE,./downloaded_mp3/シンリズム_心理の森.mp3,73,76,72.5,2.89,4,290,0.0,-1.92
AAA,アシタノヒカリ,https://open.spotify.com/track/6944bxEkcgfcTufSbr9Sir,./downloaded_mp3/AAA_アシタノヒカリ.mp3,72,86,54.0,26.43,6,324,-0.28,-1.62
Kalafina,ring your bell,https://open.spotify.com/track/0oiQsWPq6RvZGKQ506zwHm,./downloaded_mp3/Kalafina_ring your bell.mp3,71,94,55.5,38.21,4,222,-0.34,-1.91
高橋優,明日はきっといい日になる,https://open.spotify.com/track/0FxlEdRB0G35XXn8gXU2qA,./downloaded_mp3/高橋優_明日はきっといい日になる.mp3,65,86,42.36,21.59,22,932,-0.23,-0.73
WEAVER,くちづけDiamond,https://open.spotify.com/track/2Ai2UNQLHOR52MxCJPYxKl,./downloaded_mp3/WEAVER_くちづけDiamond.mp3,64,64,37.0,27.6,4,148,-0.14,-2.21
GLAY,HEROES,https://open.spotify.com/track/0gFLZjO6004m2m1jJSMYl7,./downloaded_mp3/GLAY_HEROES.mp3,62,90,57.75,35.16,4,231,-0.5,-1.82
Mr.Children,未完,https://open.spotify.com/track/0lXrKeeEkBTAi7GFF5NZRa,./downloaded_mp3/Mr.Children_未完.mp3,59,85,57.6,30.12,5,288,-0.68,-1.35
サンボマスター,可能性,https://open.spotify.com/track/36PUwwsxatDVoIJpbKmsGR,./downloaded_mp3/サンボマスター_可能性.mp3,57,76,64.0,10.44,3,192,0.37,-2.33
Crystal Kay,君がいたから,https://open.spotify.com/track/1CkikxArOSbSJnH3KQr1yX,./downloaded_mp3/Crystal Kay_君がいたから.mp3,55,80,55.56,26.27,9,500,-0.6,-1.31
ウルトラタワー,希望の唄,https://open.spotify.com/track/7cXNAMhM7GxXG3xuAGrDEs,./downloaded_mp3/ウルトラタワー_希望の唄.mp3,46,67,37.0,25.07,4,148,0.07,-2.09
クリープハイプ,愛の点滅,https://open.spotify.com/track/3BlYaUK1Aj8G75fiVUkgfl,./downloaded_mp3/クリープハイプ_愛の点滅.mp3,42,90,71.33,25.72,3,214,-0.34,-2.33
Flower,Blue Sky Blue,https://open.spotify.com/track/59i9Rj7uiqPQC5L1MVMIn9,./downloaded_mp3/Flower_Blue Sky Blue.mp3,36,93,68.0,26.42,4,272,-0.17,-2.2
V6,Timeless,https://open.spotify.com/track/32kH830F56Jf5AehhDIoRs,./downloaded_mp3/V6_Timeless.mp3,33,100,69.33,33.86,3,208,-0.16,-2.33
STARDUST REVUE,おぼろづき,https://open.spotify.com/track/1K7yioCPc1vtl84W5HJu0x,./downloaded_mp3/STARDUST REVUE_おぼろづき.mp3,24,74,34.0,28.8,4,136,0.43,-1.84
Silent Siren,ハピマリ,https://open.spotify.com/track/7LnzLnTzfiO665yj3ZhWwC,./downloaded_mp3/Silent Siren_ハピマリ.mp3,18,92,41.33,33.04,6,248,0.37,-1.78
秦基博,水彩の月,https://open.spotify.com/track/42zmscbfPXL2xnQgPTMBw4,./downloaded_mp3/秦基博_水彩の月.mp3,17,95,48.14,36.59,7,337,0.0,-2.0
ももいろクローバーZ,『Z』の誓い,https://open.spotify.com/track/0PEo8PVfGSY3QFJXg4bLxs,./downloaded_mp3/ももいろクローバーZ_『Z』の誓い.mp3,96,96,73.33,25.32,3,220,-0.18,-2.33
南條愛乃,黄昏のスタアライト,https://open.spotify.com/track/06vbp0KV7PwNsf6vYF6vjD,./downloaded_mp3/南條愛乃_黄昏のスタアライト.mp3,78,78,39.33,37.55,3,118,0.06,-2.33
平井大,Slow & Easy,https://open.spotify.com/track/4b5oBON2DgamONUxvP4JyQ,./downloaded_mp3/平井大_Slow & Easy.mp3,65,65,33.5,29.05,4,134,0.05,-2.33
UVERworld,僕の言葉ではない これは僕達の言葉,https://open.spotify.com/track/0StkLk0MA1i4kcUozLLxKl,./downloaded_mp3/UVERworld_僕の言葉ではない これは僕達の言葉.mp3,98,98,61.0,30.25,8,488,-0.49,-0.99
BIGBANG,LOSER,https://open.spotify.com/track/0ncaOFo7rlFimt0qFptPWe,./downloaded_mp3/BIGBANG_LOSER.mp3,59,59,41.25,18.3,4,165,0.01,-2.41
B'z,RED,https://open.spotify.com/track/3NHCDPORyUIMf1aUdjvm9z,./downloaded_mp3/B'z_RED.mp3,44,100,68.4,30.04,10,684,-0.73,-0.87
Def Tech,One Day with Jake Shimabukuro,https://open.spotify.com/track/4F8uYjqiCYI6Rctxp8MreL,./downloaded_mp3/Def Tech_One Day with Jake Shimabukuro.mp3,8,44,19.67,21.08,3,59,0.38,-2.33
Aimer(エメ),Brave Shine,https://open.spotify.com/track/46YSff2Rq1ZtN1YVk5cwbZ,./downloaded_mp3/Aimer(エメ)_Brave Shine.mp3,97,97,53.8,29.94,5,269,0.39,-1.88
TUBE,SUMMER TIME,https://open.spotify.com/track/5qJkNllo9TRz1AX2GO3103,./downloaded_mp3/TUBE_SUMMER TIME.mp3,86,86,49.33,37.53,3,148,-0.04,-2.33
Shiggy Jr.,サマータイムラブ,https://open.spotify.com/track/0Ajp9JmjLoEAIWgCggbUB6,./downloaded_mp3/Shiggy Jr._サマータイムラブ.mp3,75,99,81.57,15.59,7,571,-0.58,-1.07
androp,Yeah! Yeah! Yeah!,https://open.spotify.com/track/2ypjePnhgsOIxMyofaLoNb,./downloaded_mp3/androp_Yeah! Yeah! Yeah!.mp3,47,47,37.5,8.43,4,150,0.07,-2.27
ゲスの極み乙女。,ロマンスがありあまる,https://open.spotify.com/track/6unPQ3WjSYWpKWjSVPA0KE,./downloaded_mp3/ゲスの極み乙女。_ロマンスがありあまる.mp3,33,99,58.28,27.81,29,1690,-0.06,-1.39
三代目 J Soul Brothers from EXILE TRIBE,Summer Madness,https://open.spotify.com/track/5Ka1g28ae2RU0enBfG9nav,./downloaded_mp3/三代目 J Soul Brothers from EXILE TRIBE_Summer Madness.mp3,14,100,58.64,30.72,45,2639,-0.25,-1.35
グッドモーニングアメリカ,コピペ,https://open.spotify.com/track/6aKf45vZl7TpIAhjEOaOtb,./downloaded_mp3/グッドモーニングアメリカ_コピペ.mp3,11,63,38.0,26.06,3,114,-0.08,-2.33
EXO,LOVE ME RIGHT,https://open.spotify.com/track/1kFevEv3s7Gf6o5xSDR5DL,./downloaded_mp3/EXO_LOVE ME RIGHT.mp3,6,68,47.0,35.51,3,141,-0.38,-2.33
RADWIMPS,ピクニック,https://open.spotify.com/track/65un0JXPmi6Xqkr3O61pSS,./downloaded_mp3/RADWIMPS_ピクニック.mp3,87,87,50.5,30.01,4,202,0.15,-2.15
BIGBANG,BANG BANG BANG,https://open.spotify.com/track/2ispu3yKamZhCGf2Aj4roe,./downloaded_mp3/BIGBANG_BANG BANG BANG.mp3,69,99,37.48,27.2,73,2736,0.62,-0.71
GReeeeN,夏の音,https://open.spotify.com/track/5uO74CNzyRXrlaAUbnSjLJ,./downloaded_mp3/GReeeeN_夏の音.mp3,68,68,33.0,31.0,3,99,0.31,-2.33
